"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","experimento","grupo","dataset"
"resumen_metricas.5510","modelo_knn - cos",0.67929,0.32071,0.76829,0.51456,0.625,0.82243,2,1,"moviles231"
"resumen_metricas.6510","modelo_knn - inv",0.69444,0.30556,0.81707,0.59223,0.61538,0.7757,2,1,"moviles231"
"resumen_metricas.7510","modelo_knn - gaussian",0.68687,0.31313,0.79268,0.5534,0.60577,0.81308,2,1,"moviles231"
"resumen_metricas.8510","modelo_knn - optimal",0.66919,0.33081,0.78049,0.50485,0.57692,0.83178,2,1,"moviles231"
"resumen_metricas6108","modelo_knn - rectangular",0.67677,0.32323,0.76786,0.53061,0.61,0.80233,2,2,"moviles231"
"resumen_metricas.16102","modelo_knn - triangular",0.65404,0.34596,0.80357,0.55102,0.51,0.74419,2,2,"moviles231"
"resumen_metricas.26101","modelo_knn - epanechnikov",0.64899,0.35101,0.79464,0.52041,0.53,0.74419,2,2,"moviles231"
"resumen_metricas.36101","modelo_knn - biweight",0.60606,0.39394,0.78571,0.4898,0.45,0.68605,2,2,"moviles231"
"resumen_metricas.4610","modelo_knn - triweight",0.59848,0.40152,0.77679,0.5102,0.41,0.68605,2,2,"moviles231"
"resumen_metricas.5610","modelo_knn - cos",0.65404,0.34596,0.80357,0.55102,0.51,0.74419,2,2,"moviles231"
"resumen_metricas.6610","modelo_knn - inv",0.66667,0.33333,0.75893,0.53061,0.58,0.80233,2,2,"moviles231"
"resumen_metricas.7610","modelo_knn - gaussian",0.66414,0.33586,0.8125,0.54082,0.54,0.75581,2,2,"moviles231"
"resumen_metricas.8610","modelo_knn - optimal",0.64646,0.35354,0.80357,0.53061,0.53,0.7093,2,2,"moviles231"
"resumen_metricas7108","modelo_knn - rectangular",0.68687,0.31313,0.76316,0.62963,0.64,0.69307,2,3,"moviles231"
"resumen_metricas.17102","modelo_knn - triangular",0.66414,0.33586,0.72807,0.61728,0.57,0.72277,2,3,"moviles231"
"resumen_metricas.27101","modelo_knn - epanechnikov",0.66162,0.33838,0.7193,0.62963,0.59,0.69307,2,3,"moviles231"
"resumen_metricas.37101","modelo_knn - biweight",0.63131,0.36869,0.68421,0.54321,0.55,0.72277,2,3,"moviles231"
"resumen_metricas.4710","modelo_knn - triweight",0.59848,0.40152,0.68421,0.50617,0.49,0.68317,2,3,"moviles231"
"resumen_metricas.5710","modelo_knn - cos",0.65909,0.34091,0.7193,0.61728,0.59,0.69307,2,3,"moviles231"
"resumen_metricas.6710","modelo_knn - inv",0.68687,0.31313,0.77193,0.64198,0.62,0.69307,2,3,"moviles231"
"resumen_metricas.7710","modelo_knn - gaussian",0.65909,0.34091,0.75439,0.61728,0.59,0.65347,2,3,"moviles231"
"resumen_metricas.8710","modelo_knn - optimal",0.65657,0.34343,0.72807,0.58025,0.58,0.71287,2,3,"moviles231"
"resumen_metricas8108","modelo_knn - rectangular",0.68687,0.31313,0.79268,0.53211,0.68571,0.77,2,4,"moviles231"
"resumen_metricas.18102","modelo_knn - triangular",0.67424,0.32576,0.82927,0.49541,0.64762,0.77,2,4,"moviles231"
"resumen_metricas.28101","modelo_knn - epanechnikov",0.68434,0.31566,0.82927,0.51376,0.65714,0.78,2,4,"moviles231"
"resumen_metricas.38101","modelo_knn - biweight",0.67172,0.32828,0.82927,0.50459,0.61905,0.78,2,4,"moviles231"
"resumen_metricas.4810","modelo_knn - triweight",0.65909,0.34091,0.79268,0.52294,0.57143,0.79,2,4,"moviles231"
"resumen_metricas.5810","modelo_knn - cos",0.68182,0.31818,0.82927,0.52294,0.64762,0.77,2,4,"moviles231"
"resumen_metricas.6810","modelo_knn - inv",0.68939,0.31061,0.80488,0.54128,0.67619,0.77,2,4,"moviles231"
"resumen_metricas.7810","modelo_knn - gaussian",0.67929,0.32071,0.81707,0.50459,0.65714,0.78,2,4,"moviles231"
"resumen_metricas.8810","modelo_knn - optimal",0.67929,0.32071,0.80488,0.51376,0.65714,0.78,2,4,"moviles231"
"resumen_metricas9108","modelo_knn - rectangular",0.68182,0.31818,0.86792,0.44231,0.66667,0.74747,2,5,"moviles231"
"resumen_metricas.19102","modelo_knn - triangular",0.66414,0.33586,0.81132,0.39423,0.68966,0.76768,2,5,"moviles231"
"resumen_metricas.29101","modelo_knn - epanechnikov",0.66667,0.33333,0.80189,0.40385,0.68966,0.77778,2,5,"moviles231"
"resumen_metricas.39101","modelo_knn - biweight",0.62879,0.37121,0.80189,0.375,0.62069,0.71717,2,5,"moviles231"
"resumen_metricas.4910","modelo_knn - triweight",0.58333,0.41667,0.76415,0.35577,0.57471,0.63636,2,5,"moviles231"
"resumen_metricas.5910","modelo_knn - cos",0.65657,0.34343,0.80189,0.38462,0.66667,0.77778,2,5,"moviles231"
"resumen_metricas.6910","modelo_knn - inv",0.67677,0.32323,0.86792,0.41346,0.66667,0.75758,2,5,"moviles231"
"resumen_metricas.7910","modelo_knn - gaussian",0.66414,0.33586,0.82075,0.41346,0.65517,0.76768,2,5,"moviles231"
"resumen_metricas.8910","modelo_knn - optimal",0.65909,0.34091,0.80189,0.41346,0.66667,0.75758,2,5,"moviles231"
"resumen_metricas10108","modelo_knn - rectangular",0.68687,0.31313,0.73874,0.53061,0.68966,0.78,3,1,"moviles231"
"resumen_metricas.110102","modelo_knn - triangular",0.66919,0.33081,0.79279,0.5102,0.58621,0.76,3,1,"moviles231"
"resumen_metricas.210101","modelo_knn - epanechnikov",0.67172,0.32828,0.78378,0.52041,0.6092,0.75,3,1,"moviles231"
"resumen_metricas.310101","modelo_knn - biweight",0.63636,0.36364,0.73874,0.5,0.54023,0.74,3,1,"moviles231"
"resumen_metricas.41010","modelo_knn - triweight",0.62374,0.37626,0.72973,0.5,0.51724,0.72,3,1,"moviles231"
"resumen_metricas.51010","modelo_knn - cos",0.67172,0.32828,0.79279,0.5102,0.5977,0.76,3,1,"moviles231"
"resumen_metricas.61010","modelo_knn - inv",0.69192,0.30808,0.75676,0.53061,0.67816,0.79,3,1,"moviles231"
"resumen_metricas.71010","modelo_knn - gaussian",0.67677,0.32323,0.74775,0.52041,0.64368,0.78,3,1,"moviles231"
"resumen_metricas.81010","modelo_knn - optimal",0.66414,0.33586,0.77477,0.47959,0.6092,0.77,3,1,"moviles231"
"resumen_metricas11138","modelo_knn - rectangular",0.68939,0.31061,0.81553,0.61957,0.57282,0.7449,3,2,"moviles231"
"resumen_metricas.111132","modelo_knn - triangular",0.69444,0.30556,0.79612,0.59783,0.62136,0.7551,3,2,"moviles231"
"resumen_metricas.211131","modelo_knn - epanechnikov",0.70202,0.29798,0.79612,0.59783,0.65049,0.7551,3,2,"moviles231"
"resumen_metricas.311131","modelo_knn - biweight",0.65657,0.34343,0.7767,0.48913,0.59223,0.7551,3,2,"moviles231"
"resumen_metricas.41113","modelo_knn - triweight",0.62374,0.37626,0.74757,0.47826,0.54369,0.71429,3,2,"moviles231"
"resumen_metricas.51113","modelo_knn - cos",0.69697,0.30303,0.79612,0.59783,0.63107,0.7551,3,2,"moviles231"
"resumen_metricas.61113","modelo_knn - inv",0.67172,0.32828,0.80583,0.59783,0.5534,0.72449,3,2,"moviles231"
"resumen_metricas.71113","modelo_knn - gaussian",0.70202,0.29798,0.81553,0.6087,0.62136,0.7551,3,2,"moviles231"
"resumen_metricas.81113","modelo_knn - optimal",0.69192,0.30808,0.79612,0.57609,0.63107,0.7551,3,2,"moviles231"
"resumen_metricas121111","modelo_knn - rectangular",0.66919,0.33081,0.78889,0.5283,0.6,0.78947,3,3,"moviles231"
"resumen_metricas.112112","modelo_knn - triangular",0.63131,0.36869,0.75556,0.53774,0.53333,0.72632,3,3,"moviles231"
"resumen_metricas.212111","modelo_knn - epanechnikov",0.63636,0.36364,0.74444,0.5283,0.5619,0.73684,3,3,"moviles231"
"resumen_metricas.312111","modelo_knn - biweight",0.60859,0.39141,0.73333,0.5283,0.50476,0.69474,3,3,"moviles231"
"resumen_metricas.41211","modelo_knn - triweight",0.58333,0.41667,0.66667,0.5,0.49524,0.69474,3,3,"moviles231"
"resumen_metricas.51211","modelo_knn - cos",0.63636,0.36364,0.75556,0.53774,0.54286,0.73684,3,3,"moviles231"
"resumen_metricas.61211","modelo_knn - inv",0.66414,0.33586,0.78889,0.50943,0.60952,0.77895,3,3,"moviles231"
"resumen_metricas.71211","modelo_knn - gaussian",0.64899,0.35101,0.76667,0.5283,0.59048,0.73684,3,3,"moviles231"
"resumen_metricas.81211","modelo_knn - optimal",0.64394,0.35606,0.74444,0.54717,0.5619,0.74737,3,3,"moviles231"
"resumen_metricas13108","modelo_knn - rectangular",0.65657,0.34343,0.84211,0.5,0.55556,0.72222,3,4,"moviles231"
"resumen_metricas.113102","modelo_knn - triangular",0.68939,0.31061,0.85263,0.58511,0.57576,0.74074,3,4,"moviles231"
"resumen_metricas.213101","modelo_knn - epanechnikov",0.68182,0.31818,0.85263,0.58511,0.57576,0.71296,3,4,"moviles231"
"resumen_metricas.313101","modelo_knn - biweight",0.66667,0.33333,0.87368,0.48936,0.57576,0.72222,3,4,"moviles231"
"resumen_metricas.41310","modelo_knn - triweight",0.64141,0.35859,0.84211,0.46809,0.54545,0.7037,3,4,"moviles231"
"resumen_metricas.51310","modelo_knn - cos",0.68434,0.31566,0.85263,0.57447,0.57576,0.73148,3,4,"moviles231"
"resumen_metricas.61310","modelo_knn - inv",0.67424,0.32576,0.87368,0.51064,0.58586,0.72222,3,4,"moviles231"
"resumen_metricas.71310","modelo_knn - gaussian",0.67929,0.32071,0.86316,0.51064,0.59596,0.74074,3,4,"moviles231"
"resumen_metricas.81310","modelo_knn - optimal",0.67929,0.32071,0.85263,0.54255,0.59596,0.72222,3,4,"moviles231"
"resumen_metricas14108","modelo_knn - rectangular",0.66414,0.33586,0.7732,0.52381,0.70588,0.66304,3,5,"moviles231"
"resumen_metricas.114102","modelo_knn - triangular",0.66414,0.33586,0.75258,0.47619,0.70588,0.73913,3,5,"moviles231"
"resumen_metricas.214101","modelo_knn - epanechnikov",0.66919,0.33081,0.7732,0.48571,0.70588,0.72826,3,5,"moviles231"
"resumen_metricas.314101","modelo_knn - biweight",0.65404,0.34596,0.73196,0.48571,0.69608,0.71739,3,5,"moviles231"
"resumen_metricas.41410","modelo_knn - triweight",0.61364,0.38636,0.71134,0.44762,0.65686,0.65217,3,5,"moviles231"
"resumen_metricas.51410","modelo_knn - cos",0.66667,0.33333,0.76289,0.47619,0.70588,0.73913,3,5,"moviles231"
"resumen_metricas.61410","modelo_knn - inv",0.66919,0.33081,0.75258,0.50476,0.72549,0.70652,3,5,"moviles231"
"resumen_metricas.71410","modelo_knn - gaussian",0.68182,0.31818,0.78351,0.48571,0.7451,0.72826,3,5,"moviles231"
"resumen_metricas.81410","modelo_knn - optimal",0.67172,0.32828,0.7732,0.49524,0.70588,0.72826,3,5,"moviles231"
"resumen_metricas508","modelo_knn - rectangular",0.62374,0.37626,0.83505,0.50467,0.52326,0.63208,1,1,"moviles232"
"resumen_metricas.1502","modelo_knn - triangular",0.58333,0.41667,0.80412,0.43925,0.44186,0.64151,1,1,"moviles232"
"resumen_metricas.2501","modelo_knn - epanechnikov",0.59091,0.40909,0.79381,0.45794,0.46512,0.64151,1,1,"moviles232"
"resumen_metricas.3501","modelo_knn - biweight",0.5303,0.4697,0.69072,0.38318,0.44186,0.60377,1,1,"moviles232"
"resumen_metricas.450","modelo_knn - triweight",0.49747,0.50253,0.65979,0.37383,0.34884,0.59434,1,1,"moviles232"
"resumen_metricas.550","modelo_knn - cos",0.58333,0.41667,0.80412,0.43925,0.44186,0.64151,1,1,"moviles232"
"resumen_metricas.650","modelo_knn - inv",0.61616,0.38384,0.83505,0.47664,0.53488,0.62264,1,1,"moviles232"
"resumen_metricas.750","modelo_knn - gaussian",0.60101,0.39899,0.83505,0.4486,0.52326,0.60377,1,1,"moviles232"
"resumen_metricas.850","modelo_knn - optimal",0.56818,0.43182,0.76289,0.40187,0.46512,0.64151,1,1,"moviles232"
"resumen_metricas1508","modelo_knn - rectangular",0.63889,0.36111,0.74038,0.57143,0.50459,0.75,1,2,"moviles232"
"resumen_metricas.11502","modelo_knn - triangular",0.59848,0.40152,0.67308,0.47253,0.49541,0.76087,1,2,"moviles232"
"resumen_metricas.21501","modelo_knn - epanechnikov",0.61111,0.38889,0.69231,0.48352,0.50459,0.77174,1,2,"moviles232"
"resumen_metricas.31501","modelo_knn - biweight",0.57071,0.42929,0.65385,0.42857,0.49541,0.70652,1,2,"moviles232"
"resumen_metricas.4150","modelo_knn - triweight",0.52525,0.47475,0.63462,0.37363,0.43119,0.66304,1,2,"moviles232"
"resumen_metricas.5150","modelo_knn - cos",0.60354,0.39646,0.67308,0.47253,0.51376,0.76087,1,2,"moviles232"
"resumen_metricas.6150","modelo_knn - inv",0.64899,0.35101,0.74038,0.58242,0.49541,0.79348,1,2,"moviles232"
"resumen_metricas.7150","modelo_knn - gaussian",0.65152,0.34848,0.75962,0.52747,0.54128,0.78261,1,2,"moviles232"
"resumen_metricas.8150","modelo_knn - optimal",0.60859,0.39141,0.68269,0.48352,0.50459,0.77174,1,2,"moviles232"
"resumen_metricas2148","modelo_knn - rectangular",0.62374,0.37626,0.82609,0.43878,0.57895,0.65766,1,3,"moviles232"
"resumen_metricas.12142","modelo_knn - triangular",0.61111,0.38889,0.81522,0.39796,0.58947,0.64865,1,3,"moviles232"
"resumen_metricas.22141","modelo_knn - epanechnikov",0.60859,0.39141,0.81522,0.39796,0.58947,0.63964,1,3,"moviles232"
"resumen_metricas.32141","modelo_knn - biweight",0.57323,0.42677,0.79348,0.42857,0.50526,0.57658,1,3,"moviles232"
"resumen_metricas.4214","modelo_knn - triweight",0.51768,0.48232,0.66304,0.40816,0.44211,0.55856,1,3,"moviles232"
"resumen_metricas.5214","modelo_knn - cos",0.61364,0.38636,0.81522,0.40816,0.58947,0.64865,1,3,"moviles232"
"resumen_metricas.6214","modelo_knn - inv",0.62374,0.37626,0.81522,0.44898,0.56842,0.66667,1,3,"moviles232"
"resumen_metricas.7214","modelo_knn - gaussian",0.62879,0.37121,0.82609,0.43878,0.6,0.65766,1,3,"moviles232"
"resumen_metricas.8214","modelo_knn - optimal",0.59596,0.40404,0.79348,0.42857,0.58947,0.58559,1,3,"moviles232"
"resumen_metricas3128","modelo_knn - rectangular",0.68182,0.31818,0.78899,0.51136,0.62,0.77778,1,4,"moviles232"
"resumen_metricas.13122","modelo_knn - triangular",0.64394,0.35606,0.70642,0.48864,0.58,0.77778,1,4,"moviles232"
"resumen_metricas.23121","modelo_knn - epanechnikov",0.63636,0.36364,0.69725,0.47727,0.57,0.77778,1,4,"moviles232"
"resumen_metricas.33121","modelo_knn - biweight",0.58081,0.41919,0.62385,0.45455,0.5,0.72727,1,4,"moviles232"
"resumen_metricas.4312","modelo_knn - triweight",0.55303,0.44697,0.56881,0.46591,0.49,0.67677,1,4,"moviles232"
"resumen_metricas.5312","modelo_knn - cos",0.63889,0.36111,0.69725,0.47727,0.58,0.77778,1,4,"moviles232"
"resumen_metricas.6312","modelo_knn - inv",0.69697,0.30303,0.80734,0.51136,0.65,0.78788,1,4,"moviles232"
"resumen_metricas.7312","modelo_knn - gaussian",0.70707,0.29293,0.80734,0.52273,0.64,0.82828,1,4,"moviles232"
"resumen_metricas.8312","modelo_knn - optimal",0.64394,0.35606,0.73394,0.48864,0.55,0.77778,1,4,"moviles232"
"resumen_metricas41110","modelo_knn - rectangular",0.64141,0.35859,0.81915,0.45045,0.61321,0.72941,1,5,"moviles232"
"resumen_metricas.14112","modelo_knn - triangular",0.64141,0.35859,0.81915,0.48649,0.53774,0.77647,1,5,"moviles232"
"resumen_metricas.24111","modelo_knn - epanechnikov",0.63889,0.36111,0.80851,0.4955,0.53774,0.76471,1,5,"moviles232"
"resumen_metricas.34111","modelo_knn - biweight",0.58838,0.41162,0.74468,0.45045,0.5,0.70588,1,5,"moviles232"
"resumen_metricas.4411","modelo_knn - triweight",0.56566,0.43434,0.75532,0.44144,0.45283,0.65882,1,5,"moviles232"
"resumen_metricas.5411","modelo_knn - cos",0.63384,0.36616,0.80851,0.47748,0.53774,0.76471,1,5,"moviles232"
"resumen_metricas.6411","modelo_knn - inv",0.62374,0.37626,0.80851,0.45946,0.54717,0.72941,1,5,"moviles232"
"resumen_metricas.7411","modelo_knn - gaussian",0.64646,0.35354,0.81915,0.48649,0.56604,0.76471,1,5,"moviles232"
"resumen_metricas.8411","modelo_knn - optimal",0.64646,0.35354,0.80851,0.5045,0.5283,0.8,1,5,"moviles232"
"resumen_metricas51110","modelo_knn - rectangular",0.61616,0.38384,0.78652,0.42553,0.5625,0.70297,2,1,"moviles232"
"resumen_metricas.15112","modelo_knn - triangular",0.59343,0.40657,0.7191,0.39362,0.5,0.77228,2,1,"moviles232"
"resumen_metricas.25111","modelo_knn - epanechnikov",0.59091,0.40909,0.73034,0.38298,0.5,0.76238,2,1,"moviles232"
"resumen_metricas.35111","modelo_knn - biweight",0.54545,0.45455,0.68539,0.40426,0.42857,0.68317,2,1,"moviles232"
"resumen_metricas.4511","modelo_knn - triweight",0.51768,0.48232,0.66292,0.42553,0.39286,0.61386,2,1,"moviles232"
"resumen_metricas.5511","modelo_knn - cos",0.59343,0.40657,0.73034,0.39362,0.5,0.76238,2,1,"moviles232"
"resumen_metricas.6511","modelo_knn - inv",0.60606,0.39394,0.76404,0.37234,0.55357,0.74257,2,1,"moviles232"
"resumen_metricas.7511","modelo_knn - gaussian",0.60354,0.39646,0.74157,0.39362,0.52679,0.76238,2,1,"moviles232"
"resumen_metricas.8511","modelo_knn - optimal",0.58081,0.41919,0.68539,0.40426,0.49107,0.75248,2,1,"moviles232"
"resumen_metricas61110","modelo_knn - rectangular",0.61616,0.38384,0.71818,0.47872,0.5914,0.65657,2,2,"moviles232"
"resumen_metricas.16112","modelo_knn - triangular",0.61869,0.38131,0.71818,0.47872,0.6129,0.64646,2,2,"moviles232"
"resumen_metricas.26111","modelo_knn - epanechnikov",0.63131,0.36869,0.72727,0.48936,0.62366,0.66667,2,2,"moviles232"
"resumen_metricas.36111","modelo_knn - biweight",0.56818,0.43182,0.66364,0.48936,0.51613,0.58586,2,2,"moviles232"
"resumen_metricas.4611","modelo_knn - triweight",0.52273,0.47727,0.63636,0.42553,0.46237,0.54545,2,2,"moviles232"
"resumen_metricas.5611","modelo_knn - cos",0.61616,0.38384,0.71818,0.47872,0.60215,0.64646,2,2,"moviles232"
"resumen_metricas.6611","modelo_knn - inv",0.61111,0.38889,0.71818,0.45745,0.5914,0.65657,2,2,"moviles232"
"resumen_metricas.7611","modelo_knn - gaussian",0.60859,0.39141,0.69091,0.48936,0.60215,0.63636,2,2,"moviles232"
"resumen_metricas.8611","modelo_knn - optimal",0.63384,0.36616,0.73636,0.51064,0.60215,0.66667,2,2,"moviles232"
"resumen_metricas71110","modelo_knn - rectangular",0.61869,0.38131,0.81053,0.37963,0.59524,0.70642,2,3,"moviles232"
"resumen_metricas.17112","modelo_knn - triangular",0.58586,0.41414,0.73684,0.38889,0.53571,0.68807,2,3,"moviles232"
"resumen_metricas.27111","modelo_knn - epanechnikov",0.59596,0.40404,0.73684,0.39815,0.54762,0.70642,2,3,"moviles232"
"resumen_metricas.37111","modelo_knn - biweight",0.55808,0.44192,0.65263,0.41667,0.5119,0.65138,2,3,"moviles232"
"resumen_metricas.4711","modelo_knn - triweight",0.54798,0.45202,0.64211,0.41667,0.5,0.63303,2,3,"moviles232"
"resumen_metricas.5711","modelo_knn - cos",0.58838,0.41162,0.73684,0.38889,0.53571,0.69725,2,3,"moviles232"
"resumen_metricas.6711","modelo_knn - inv",0.62121,0.37879,0.78947,0.43519,0.58333,0.68807,2,3,"moviles232"
"resumen_metricas.7711","modelo_knn - gaussian",0.61869,0.38131,0.74737,0.42593,0.61905,0.69725,2,3,"moviles232"
"resumen_metricas.8711","modelo_knn - optimal",0.59343,0.40657,0.74737,0.38889,0.57143,0.6789,2,3,"moviles232"
"resumen_metricas81110","modelo_knn - rectangular",0.66919,0.33081,0.79245,0.625,0.5,0.78409,2,4,"moviles232"
"resumen_metricas.18112","modelo_knn - triangular",0.63889,0.36111,0.74528,0.61364,0.45614,0.77273,2,4,"moviles232"
"resumen_metricas.28111","modelo_knn - epanechnikov",0.64394,0.35606,0.74528,0.61364,0.45614,0.79545,2,4,"moviles232"
"resumen_metricas.38111","modelo_knn - biweight",0.57323,0.42677,0.66038,0.5,0.46491,0.68182,2,4,"moviles232"
"resumen_metricas.4811","modelo_knn - triweight",0.53788,0.46212,0.61321,0.48864,0.42982,0.63636,2,4,"moviles232"
"resumen_metricas.5811","modelo_knn - cos",0.63889,0.36111,0.74528,0.61364,0.45614,0.77273,2,4,"moviles232"
"resumen_metricas.6811","modelo_knn - inv",0.66414,0.33586,0.78302,0.64773,0.47368,0.78409,2,4,"moviles232"
"resumen_metricas.7811","modelo_knn - gaussian",0.65152,0.34848,0.77358,0.625,0.44737,0.79545,2,4,"moviles232"
"resumen_metricas.8811","modelo_knn - optimal",0.62626,0.37374,0.72642,0.60227,0.44737,0.76136,2,4,"moviles232"
"resumen_metricas91110","modelo_knn - rectangular",0.62121,0.37879,0.8125,0.46847,0.60215,0.625,2,5,"moviles232"
"resumen_metricas.19112","modelo_knn - triangular",0.60606,0.39394,0.8125,0.45045,0.51613,0.66667,2,5,"moviles232"
"resumen_metricas.29111","modelo_knn - epanechnikov",0.61111,0.38889,0.8125,0.45045,0.52688,0.67708,2,5,"moviles232"
"resumen_metricas.39111","modelo_knn - biweight",0.57071,0.42929,0.76042,0.43243,0.49462,0.61458,2,5,"moviles232"
"resumen_metricas.4911","modelo_knn - triweight",0.53535,0.46465,0.6875,0.45045,0.41935,0.59375,2,5,"moviles232"
"resumen_metricas.5911","modelo_knn - cos",0.60859,0.39141,0.8125,0.45045,0.51613,0.67708,2,5,"moviles232"
"resumen_metricas.6911","modelo_knn - inv",0.63131,0.36869,0.83333,0.46847,0.60215,0.64583,2,5,"moviles232"
"resumen_metricas.7911","modelo_knn - gaussian",0.61869,0.38131,0.80208,0.47748,0.54839,0.66667,2,5,"moviles232"
"resumen_metricas.8911","modelo_knn - optimal",0.60354,0.39646,0.79167,0.45946,0.53763,0.64583,2,5,"moviles232"
"resumen_metricas101110","modelo_knn - rectangular",0.60354,0.39646,0.74038,0.53125,0.5,0.6413,3,1,"moviles232"
"resumen_metricas.110112","modelo_knn - triangular",0.57323,0.42677,0.71154,0.46875,0.43269,0.68478,3,1,"moviles232"
"resumen_metricas.210111","modelo_knn - epanechnikov",0.56818,0.43182,0.71154,0.45833,0.42308,0.68478,3,1,"moviles232"
"resumen_metricas.310111","modelo_knn - biweight",0.5303,0.4697,0.66346,0.41667,0.375,0.67391,3,1,"moviles232"
"resumen_metricas.41011","modelo_knn - triweight",0.5101,0.4899,0.64423,0.42708,0.33654,0.6413,3,1,"moviles232"
"resumen_metricas.51011","modelo_knn - cos",0.57071,0.42929,0.71154,0.45833,0.43269,0.68478,3,1,"moviles232"
"resumen_metricas.61011","modelo_knn - inv",0.59848,0.40152,0.72115,0.54167,0.5,0.63043,3,1,"moviles232"
"resumen_metricas.71011","modelo_knn - gaussian",0.58838,0.41162,0.73077,0.52083,0.43269,0.67391,3,1,"moviles232"
"resumen_metricas.81011","modelo_knn - optimal",0.56818,0.43182,0.71154,0.47917,0.40385,0.68478,3,1,"moviles232"
"resumen_metricas11148","modelo_knn - rectangular",0.60606,0.39394,0.77551,0.45349,0.55882,0.61818,3,2,"moviles232"
