"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","Detalle_1","experimento","grupo","dataset"
"resumen_metricas.6118","modelo_knn - inv",0.71212,0.28788,0.78218,0.61386,0.66327,0.79167,"k = 36",1,2,"moviles211"
"resumen_metricas.7118","modelo_knn - gaussian",0.70455,0.29545,0.80198,0.59406,0.64286,0.78125,"k = 38",1,2,"moviles211"
"resumen_metricas.8118","modelo_knn - optimal",0.68939,0.31061,0.78218,0.59406,0.62245,0.76042,"k = 39",1,2,"moviles211"
"resumen_metricas288","modelo_knn - rectangular",0.67929,0.32071,0.81308,0.53465,0.64211,0.72043,"k = 39",1,3,"moviles211"
"resumen_metricas.1282","modelo_knn - triangular",0.69949,0.30051,0.81308,0.55446,0.63158,0.7957,"k = 39",1,3,"moviles211"
"resumen_metricas.2281","modelo_knn - epanechnikov",0.70202,0.29798,0.80374,0.57426,0.64211,0.78495,"k = 39",1,3,"moviles211"
"resumen_metricas.3281","modelo_knn - biweight",0.67929,0.32071,0.7757,0.56436,0.57895,0.7957,"k = 38",1,3,"moviles211"
"resumen_metricas.428","modelo_knn - triweight",0.65152,0.34848,0.71963,0.58416,0.53684,0.76344,"k = 39",1,3,"moviles211"
"resumen_metricas.528","modelo_knn - cos",0.69697,0.30303,0.80374,0.55446,0.64211,0.78495,"k = 39",1,3,"moviles211"
"resumen_metricas.628","modelo_knn - inv",0.70707,0.29293,0.82243,0.59406,0.65263,0.75269,"k = 39",1,3,"moviles211"
"resumen_metricas.728","modelo_knn - gaussian",0.71465,0.28535,0.82243,0.60396,0.64211,0.78495,"k = 32",1,3,"moviles211"
"resumen_metricas.828","modelo_knn - optimal",0.72475,0.27525,0.79439,0.61386,0.66316,0.82796,"k = 38",1,3,"moviles211"
"resumen_metricas368","modelo_knn - rectangular",0.69697,0.30303,0.86667,0.57282,0.65306,0.71429,"k = 39",1,4,"moviles211"
"resumen_metricas.1362","modelo_knn - triangular",0.67424,0.32576,0.86667,0.48544,0.65306,0.71429,"k = 39",1,4,"moviles211"
"resumen_metricas.2361","modelo_knn - epanechnikov",0.67929,0.32071,0.85556,0.48544,0.67347,0.72381,"k = 39",1,4,"moviles211"
"resumen_metricas.3361","modelo_knn - biweight",0.65152,0.34848,0.83333,0.49515,0.62245,0.67619,"k = 39",1,4,"moviles211"
"resumen_metricas.436","modelo_knn - triweight",0.65404,0.34596,0.83333,0.50485,0.60204,0.69524,"k = 39",1,4,"moviles211"
"resumen_metricas.536","modelo_knn - cos",0.67424,0.32576,0.85556,0.48544,0.66327,0.71429,"k = 39",1,4,"moviles211"
"resumen_metricas.636","modelo_knn - inv",0.71717,0.28283,0.87778,0.59223,0.68367,0.73333,"k = 38",1,4,"moviles211"
"resumen_metricas.736","modelo_knn - gaussian",0.71212,0.28788,0.88889,0.57282,0.68367,0.72381,"k = 39",1,4,"moviles211"
"resumen_metricas.836","modelo_knn - optimal",0.67677,0.32323,0.86667,0.48544,0.65306,0.72381,"k = 39",1,4,"moviles211"
"resumen_metricas468","modelo_knn - rectangular",0.66414,0.33586,0.80583,0.52336,0.55789,0.78022,"k = 32",1,5,"moviles211"
"resumen_metricas.1462","modelo_knn - triangular",0.66414,0.33586,0.80583,0.54206,0.57895,0.73626,"k = 39",1,5,"moviles211"
"resumen_metricas.2461","modelo_knn - epanechnikov",0.66667,0.33333,0.79612,0.5514,0.58947,0.73626,"k = 39",1,5,"moviles211"
"resumen_metricas.3461","modelo_knn - biweight",0.63636,0.36364,0.78641,0.46729,0.58947,0.71429,"k = 39",1,5,"moviles211"
"resumen_metricas.446","modelo_knn - triweight",0.60859,0.39141,0.75728,0.45794,0.51579,0.71429,"k = 39",1,5,"moviles211"
"resumen_metricas.546","modelo_knn - cos",0.67172,0.32828,0.81553,0.54206,0.6,0.73626,"k = 38",1,5,"moviles211"
"resumen_metricas.646","modelo_knn - inv",0.66162,0.33838,0.83495,0.52336,0.56842,0.72527,"k = 38",1,5,"moviles211"
"resumen_metricas.746","modelo_knn - gaussian",0.67929,0.32071,0.84466,0.5514,0.57895,0.74725,"k = 39",1,5,"moviles211"
"resumen_metricas.846","modelo_knn - optimal",0.66162,0.33838,0.82524,0.49533,0.58947,0.74725,"k = 34",1,5,"moviles211"
"resumen_metricas568","modelo_knn - rectangular",0.64141,0.35859,0.75221,0.42574,0.64835,0.73626,"k = 39",2,1,"moviles211"
"resumen_metricas.1562","modelo_knn - triangular",0.65152,0.34848,0.72566,0.48515,0.6044,0.79121,"k = 39",2,1,"moviles211"
"resumen_metricas.2561","modelo_knn - epanechnikov",0.65657,0.34343,0.72566,0.49505,0.61538,0.79121,"k = 38",2,1,"moviles211"
"resumen_metricas.3561","modelo_knn - biweight",0.62121,0.37879,0.72566,0.44554,0.58242,0.72527,"k = 39",2,1,"moviles211"
"resumen_metricas.456","modelo_knn - triweight",0.58838,0.41162,0.71681,0.39604,0.53846,0.69231,"k = 39",2,1,"moviles211"
"resumen_metricas.556","modelo_knn - cos",0.65404,0.34596,0.72566,0.49505,0.6044,0.79121,"k = 39",2,1,"moviles211"
"resumen_metricas.656","modelo_knn - inv",0.63889,0.36111,0.75221,0.45545,0.62637,0.71429,"k = 39",2,1,"moviles211"
"resumen_metricas.756","modelo_knn - gaussian",0.64646,0.35354,0.76106,0.47525,0.6044,0.73626,"k = 39",2,1,"moviles211"
"resumen_metricas.856","modelo_knn - optimal",0.65404,0.34596,0.72566,0.47525,0.63736,0.78022,"k = 38",2,1,"moviles211"
"resumen_metricas668","modelo_knn - rectangular",0.70202,0.29798,0.83168,0.52577,0.625,0.81373,"k = 35",2,2,"moviles211"
"resumen_metricas.1662","modelo_knn - triangular",0.68182,0.31818,0.77228,0.50515,0.625,0.81373,"k = 35",2,2,"moviles211"
"resumen_metricas.2661","modelo_knn - epanechnikov",0.67677,0.32323,0.77228,0.49485,0.61458,0.81373,"k = 32",2,2,"moviles211"
"resumen_metricas.3661","modelo_knn - biweight",0.67172,0.32828,0.80198,0.50515,0.5625,0.80392,"k = 39",2,2,"moviles211"
"resumen_metricas.466","modelo_knn - triweight",0.63636,0.36364,0.76238,0.49485,0.52083,0.7549,"k = 39",2,2,"moviles211"
"resumen_metricas.566","modelo_knn - cos",0.68182,0.31818,0.77228,0.49485,0.63542,0.81373,"k = 34",2,2,"moviles211"
"resumen_metricas.666","modelo_knn - inv",0.7298,0.2702,0.84158,0.57732,0.65625,0.83333,"k = 38",2,2,"moviles211"
"resumen_metricas.766","modelo_knn - gaussian",0.73737,0.26263,0.85149,0.60825,0.66667,0.81373,"k = 39",2,2,"moviles211"
"resumen_metricas.866","modelo_knn - optimal",0.68939,0.31061,0.80198,0.48454,0.61458,0.84314,"k = 38",2,2,"moviles211"
"resumen_metricas768","modelo_knn - rectangular",0.68182,0.31818,0.85294,0.51327,0.70115,0.68085,"k = 38",2,3,"moviles211"
"resumen_metricas.1762","modelo_knn - triangular",0.68939,0.31061,0.83333,0.53982,0.71264,0.69149,"k = 38",2,3,"moviles211"
"resumen_metricas.2761","modelo_knn - epanechnikov",0.69444,0.30556,0.84314,0.53982,0.71264,0.70213,"k = 39",2,3,"moviles211"
"resumen_metricas.3761","modelo_knn - biweight",0.66414,0.33586,0.78431,0.54867,0.65517,0.68085,"k = 39",2,3,"moviles211"
"resumen_metricas.476","modelo_knn - triweight",0.64646,0.35354,0.78431,0.51327,0.62069,0.68085,"k = 38",2,3,"moviles211"
"resumen_metricas.576","modelo_knn - cos",0.69444,0.30556,0.84314,0.53982,0.71264,0.70213,"k = 39",2,3,"moviles211"
"resumen_metricas.676","modelo_knn - inv",0.68434,0.31566,0.83333,0.54867,0.68966,0.68085,"k = 29",2,3,"moviles211"
"resumen_metricas.776","modelo_knn - gaussian",0.70202,0.29798,0.84314,0.55752,0.73563,0.69149,"k = 34",2,3,"moviles211"
"resumen_metricas.876","modelo_knn - optimal",0.68939,0.31061,0.82353,0.54867,0.70115,0.70213,"k = 39",2,3,"moviles211"
"resumen_metricas868","modelo_knn - rectangular",0.68434,0.31566,0.81319,0.54651,0.61538,0.76471,"k = 39",2,4,"moviles211"
"resumen_metricas.1862","modelo_knn - triangular",0.68182,0.31818,0.79121,0.56977,0.62393,0.7451,"k = 39",2,4,"moviles211"
"resumen_metricas.2861","modelo_knn - epanechnikov",0.68182,0.31818,0.79121,0.56977,0.62393,0.7451,"k = 39",2,4,"moviles211"
"resumen_metricas.3861","modelo_knn - biweight",0.67677,0.32323,0.76923,0.54651,0.59829,0.79412,"k = 39",2,4,"moviles211"
"resumen_metricas.486","modelo_knn - triweight",0.62879,0.37121,0.73626,0.47674,0.52991,0.77451,"k = 39",2,4,"moviles211"
"resumen_metricas.586","modelo_knn - cos",0.68434,0.31566,0.79121,0.56977,0.63248,0.7451,"k = 39",2,4,"moviles211"
"resumen_metricas.686","modelo_knn - inv",0.68939,0.31061,0.79121,0.55814,0.64103,0.76471,"k = 39",2,4,"moviles211"
"resumen_metricas.786","modelo_knn - gaussian",0.69444,0.30556,0.82418,0.55814,0.62393,0.77451,"k = 39",2,4,"moviles211"
"resumen_metricas.886","modelo_knn - optimal",0.66162,0.33838,0.78022,0.53488,0.60684,0.72549,"k = 39",2,4,"moviles211"
"resumen_metricas968","modelo_knn - rectangular",0.68939,0.31061,0.79775,0.59184,0.70476,0.67308,"k = 36",2,5,"moviles211"
"resumen_metricas.1962","modelo_knn - triangular",0.67172,0.32828,0.83146,0.52041,0.60952,0.74038,"k = 39",2,5,"moviles211"
"resumen_metricas.2961","modelo_knn - epanechnikov",0.66919,0.33081,0.83146,0.53061,0.60952,0.72115,"k = 39",2,5,"moviles211"
"resumen_metricas.3961","modelo_knn - biweight",0.65909,0.34091,0.80899,0.5,0.6,0.74038,"k = 39",2,5,"moviles211"
"resumen_metricas.496","modelo_knn - triweight",0.62374,0.37626,0.78652,0.47959,0.54286,0.70192,"k = 36",2,5,"moviles211"
"resumen_metricas.596","modelo_knn - cos",0.66919,0.33081,0.83146,0.52041,0.60952,0.73077,"k = 39",2,5,"moviles211"
"resumen_metricas.696","modelo_knn - inv",0.69444,0.30556,0.79775,0.59184,0.69524,0.70192,"k = 35",2,5,"moviles211"
"resumen_metricas.796","modelo_knn - gaussian",0.70707,0.29293,0.85393,0.58163,0.67619,0.73077,"k = 39",2,5,"moviles211"
"resumen_metricas.896","modelo_knn - optimal",0.68182,0.31818,0.80899,0.57143,0.62857,0.73077,"k = 39",2,5,"moviles211"
"resumen_metricas1068","modelo_knn - rectangular",0.63889,0.36111,0.78495,0.42268,0.71569,0.63462,"k = 38",3,1,"moviles211"
"resumen_metricas.11062","modelo_knn - triangular",0.63636,0.36364,0.80645,0.45361,0.64706,0.64423,"k = 37",3,1,"moviles211"
"resumen_metricas.21061","modelo_knn - epanechnikov",0.63636,0.36364,0.7957,0.46392,0.64706,0.64423,"k = 37",3,1,"moviles211"
"resumen_metricas.31061","modelo_knn - biweight",0.63384,0.36616,0.76344,0.48454,0.60784,0.68269,"k = 39",3,1,"moviles211"
"resumen_metricas.4106","modelo_knn - triweight",0.59848,0.40152,0.72043,0.46392,0.53922,0.67308,"k = 38",3,1,"moviles211"
"resumen_metricas.5106","modelo_knn - cos",0.63384,0.36616,0.7957,0.45361,0.64706,0.64423,"k = 37",3,1,"moviles211"
"resumen_metricas.6106","modelo_knn - inv",0.64899,0.35101,0.78495,0.46392,0.69608,0.65385,"k = 38",3,1,"moviles211"
"resumen_metricas.7106","modelo_knn - gaussian",0.65404,0.34596,0.82796,0.48454,0.68627,0.625,"k = 38",3,1,"moviles211"
"resumen_metricas.8106","modelo_knn - optimal",0.64141,0.35859,0.77419,0.49485,0.63725,0.66346,"k = 37",3,1,"moviles211"
"resumen_metricas1198","modelo_knn - rectangular",0.67172,0.32828,0.76106,0.47788,0.64894,0.85526,"k = 36",3,2,"moviles211"
"resumen_metricas.11192","modelo_knn - triangular",0.65657,0.34343,0.75221,0.47788,0.6383,0.80263,"k = 39",3,2,"moviles211"
"resumen_metricas.21191","modelo_knn - epanechnikov",0.65657,0.34343,0.75221,0.48673,0.62766,0.80263,"k = 39",3,2,"moviles211"
"resumen_metricas.31191","modelo_knn - biweight",0.62121,0.37879,0.73451,0.43363,0.60638,0.75,"k = 39",3,2,"moviles211"
"resumen_metricas.4119","modelo_knn - triweight",0.59596,0.40404,0.73451,0.39823,0.57447,0.71053,"k = 39",3,2,"moviles211"
"resumen_metricas.5119","modelo_knn - cos",0.65909,0.34091,0.76106,0.47788,0.6383,0.80263,"k = 39",3,2,"moviles211"
"resumen_metricas.6119","modelo_knn - inv",0.68434,0.31566,0.76991,0.51327,0.6383,0.86842,"k = 38",3,2,"moviles211"
"resumen_metricas.7119","modelo_knn - gaussian",0.66919,0.33081,0.76106,0.50442,0.61702,0.84211,"k = 38",3,2,"moviles211"
"resumen_metricas.8119","modelo_knn - optimal",0.65657,0.34343,0.76106,0.46018,0.6383,0.81579,"k = 39",3,2,"moviles211"
"resumen_metricas1268","modelo_knn - rectangular",0.69697,0.30303,0.8125,0.55446,0.67961,0.75,"k = 35",3,3,"moviles211"
"resumen_metricas.11262","modelo_knn - triangular",0.69949,0.30051,0.82292,0.54455,0.65049,0.79167,"k = 38",3,3,"moviles211"
"resumen_metricas.21261","modelo_knn - epanechnikov",0.70202,0.29798,0.84375,0.53465,0.66019,0.78125,"k = 39",3,3,"moviles211"
"resumen_metricas.31261","modelo_knn - biweight",0.66414,0.33586,0.8125,0.43564,0.66019,0.76042,"k = 37",3,3,"moviles211"
"resumen_metricas.4126","modelo_knn - triweight",0.62374,0.37626,0.78125,0.40594,0.63107,0.6875,"k = 39",3,3,"moviles211"
"resumen_metricas.5126","modelo_knn - cos",0.70202,0.29798,0.83333,0.54455,0.65049,0.79167,"k = 38",3,3,"moviles211"
"resumen_metricas.6126","modelo_knn - inv",0.7197,0.2803,0.83333,0.56436,0.69903,0.79167,"k = 36",3,3,"moviles211"
"resumen_metricas.7126","modelo_knn - gaussian",0.72222,0.27778,0.85417,0.57426,0.67961,0.79167,"k = 38",3,3,"moviles211"
"resumen_metricas.8126","modelo_knn - optimal",0.68939,0.31061,0.80208,0.52475,0.66019,0.78125,"k = 39",3,3,"moviles211"
"resumen_metricas1368","modelo_knn - rectangular",0.64394,0.35606,0.70588,0.58621,0.59184,0.6789,"k = 36",3,4,"moviles211"
"resumen_metricas.11362","modelo_knn - triangular",0.64646,0.35354,0.72549,0.57471,0.60204,0.66972,"k = 39",3,4,"moviles211"
"resumen_metricas.21361","modelo_knn - epanechnikov",0.64646,0.35354,0.72549,0.57471,0.59184,0.6789,"k = 35",3,4,"moviles211"
"resumen_metricas.31361","modelo_knn - biweight",0.64141,0.35859,0.72549,0.57471,0.57143,0.6789,"k = 39",3,4,"moviles211"
"resumen_metricas.4136","modelo_knn - triweight",0.62626,0.37374,0.72549,0.56322,0.53061,0.66972,"k = 39",3,4,"moviles211"
"resumen_metricas.5136","modelo_knn - cos",0.64394,0.35606,0.72549,0.57471,0.58163,0.6789,"k = 35",3,4,"moviles211"
"resumen_metricas.6136","modelo_knn - inv",0.66414,0.33586,0.76471,0.5977,0.64286,0.6422,"k = 37",3,4,"moviles211"
"resumen_metricas.7136","modelo_knn - gaussian",0.65404,0.34596,0.78431,0.58621,0.60204,0.63303,"k = 37",3,4,"moviles211"
"resumen_metricas.8136","modelo_knn - optimal",0.66667,0.33333,0.73529,0.62069,0.61224,0.68807,"k = 38",3,4,"moviles211"
"resumen_metricas1468","modelo_knn - rectangular",0.68939,0.31061,0.80435,0.54639,0.62626,0.77778,"k = 36",3,5,"moviles211"
"resumen_metricas.11462","modelo_knn - triangular",0.68939,0.31061,0.75,0.57732,0.58586,0.83333,"k = 39",3,5,"moviles211"
"resumen_metricas.21461","modelo_knn - epanechnikov",0.69949,0.30051,0.75,0.61856,0.59596,0.82407,"k = 39",3,5,"moviles211"
"resumen_metricas.31461","modelo_knn - biweight",0.66414,0.33586,0.72826,0.54639,0.56566,0.80556,"k = 39",3,5,"moviles211"
"resumen_metricas.4146","modelo_knn - triweight",0.63384,0.36616,0.75,0.49485,0.50505,0.77778,"k = 39",3,5,"moviles211"
"resumen_metricas.5146","modelo_knn - cos",0.69444,0.30556,0.76087,0.58763,0.59596,0.82407,"k = 39",3,5,"moviles211"
"resumen_metricas.6146","modelo_knn - inv",0.70202,0.29798,0.81522,0.57732,0.62626,0.78704,"k = 36",3,5,"moviles211"
"resumen_metricas.7146","modelo_knn - gaussian",0.69949,0.30051,0.78261,0.56701,0.61616,0.82407,"k = 39",3,5,"moviles211"
"resumen_metricas.8146","modelo_knn - optimal",0.69697,0.30303,0.75,0.58763,0.59596,0.84259,"k = 38",3,5,"moviles211"
"resumen_metricas298","modelo_knn - rectangular",0.60354,0.39646,0.81905,0.37255,0.55435,0.65979,"k = 37",1,1,"moviles212"
"resumen_metricas.1292","modelo_knn - triangular",0.58081,0.41919,0.69524,0.41176,0.55435,0.65979,"k = 39",1,1,"moviles212"
"resumen_metricas.2291","modelo_knn - epanechnikov",0.58081,0.41919,0.70476,0.40196,0.56522,0.64948,"k = 38",1,1,"moviles212"
"resumen_metricas.3291","modelo_knn - biweight",0.54798,0.45202,0.64762,0.41176,0.5,0.62887,"k = 39",1,1,"moviles212"
"resumen_metricas.429","modelo_knn - triweight",0.52778,0.47222,0.62857,0.38235,0.48913,0.60825,"k = 39",1,1,"moviles212"
"resumen_metricas.529","modelo_knn - cos",0.58333,0.41667,0.69524,0.41176,0.56522,0.65979,"k = 39",1,1,"moviles212"
"resumen_metricas.629","modelo_knn - inv",0.60354,0.39646,0.81905,0.34314,0.56522,0.68041,"k = 38",1,1,"moviles212"
"resumen_metricas.729","modelo_knn - gaussian",0.61111,0.38889,0.78095,0.37255,0.61957,0.6701,"k = 39",1,1,"moviles212"
"resumen_metricas.829","modelo_knn - optimal",0.58586,0.41414,0.71429,0.43137,0.55435,0.63918,"k = 37",1,1,"moviles212"
"resumen_metricas1208","modelo_knn - rectangular",0.64141,0.35859,0.75676,0.49462,0.54902,0.75556,"k = 39",1,2,"moviles212"
"resumen_metricas.11202","modelo_knn - triangular",0.61616,0.38384,0.68468,0.47312,0.54902,0.75556,"k = 39",1,2,"moviles212"
"resumen_metricas.21201","modelo_knn - epanechnikov",0.61869,0.38131,0.68468,0.48387,0.54902,0.75556,"k = 39",1,2,"moviles212"
"resumen_metricas.31201","modelo_knn - biweight",0.56313,0.43687,0.65766,0.43011,0.5,0.65556,"k = 34",1,2,"moviles212"
"resumen_metricas.4120","modelo_knn - triweight",0.5404,0.4596,0.64865,0.44086,0.47059,0.58889,"k = 39",1,2,"moviles212"
"resumen_metricas.5120","modelo_knn - cos",0.61869,0.38131,0.68468,0.48387,0.54902,0.75556,"k = 39",1,2,"moviles212"
"resumen_metricas.6120","modelo_knn - inv",0.63889,0.36111,0.73874,0.49462,0.55882,0.75556,"k = 38",1,2,"moviles212"
"resumen_metricas.7120","modelo_knn - gaussian",0.64141,0.35859,0.7027,0.50538,0.58824,0.76667,"k = 39",1,2,"moviles212"
"resumen_metricas.8120","modelo_knn - optimal",0.60354,0.39646,0.63964,0.46237,0.55882,0.75556,"k = 39",1,2,"moviles212"
"resumen_metricas2108","modelo_knn - rectangular",0.62374,0.37626,0.81176,0.4,0.68367,0.63889,"k = 38",1,3,"moviles212"
"resumen_metricas.12102","modelo_knn - triangular",0.62626,0.37374,0.8,0.40952,0.65306,0.67593,"k = 39",1,3,"moviles212"
"resumen_metricas.22101","modelo_knn - epanechnikov",0.63384,0.36616,0.8,0.40952,0.68367,0.67593,"k = 39",1,3,"moviles212"
"resumen_metricas.32101","modelo_knn - biweight",0.57828,0.42172,0.8,0.4,0.5102,0.63889,"k = 38",1,3,"moviles212"
"resumen_metricas.4210","modelo_knn - triweight",0.55303,0.44697,0.76471,0.42857,0.5,0.55556,"k = 39",1,3,"moviles212"
"resumen_metricas.5210","modelo_knn - cos",0.62879,0.37121,0.8,0.40952,0.66327,0.67593,"k = 39",1,3,"moviles212"
"resumen_metricas.6210","modelo_knn - inv",0.64394,0.35606,0.87059,0.41905,0.68367,0.64815,"k = 38",1,3,"moviles212"
"resumen_metricas.7210","modelo_knn - gaussian",0.62121,0.37879,0.82353,0.41905,0.66327,0.62037,"k = 38",1,3,"moviles212"
"resumen_metricas.8210","modelo_knn - optimal",0.62879,0.37121,0.83529,0.4,0.66327,0.65741,"k = 39",1,3,"moviles212"
"resumen_metricas378","modelo_knn - rectangular",0.66919,0.33081,0.89216,0.48515,0.58763,0.70833,"k = 39",1,4,"moviles212"
"resumen_metricas.1372","modelo_knn - triangular",0.63131,0.36869,0.83333,0.47525,0.50515,0.70833,"k = 38",1,4,"moviles212"
"resumen_metricas.2371","modelo_knn - epanechnikov",0.63384,0.36616,0.83333,0.48515,0.49485,0.71875,"k = 39",1,4,"moviles212"
"resumen_metricas.3371","modelo_knn - biweight",0.55556,0.44444,0.70588,0.41584,0.41237,0.6875,"k = 39",1,4,"moviles212"
"resumen_metricas.437","modelo_knn - triweight",0.53788,0.46212,0.68627,0.41584,0.40206,0.64583,"k = 39",1,4,"moviles212"
"resumen_metricas.537","modelo_knn - cos",0.62879,0.37121,0.83333,0.47525,0.49485,0.70833,"k = 39",1,4,"moviles212"
"resumen_metricas.637","modelo_knn - inv",0.67172,0.32828,0.89216,0.51485,0.5567,0.71875,"k = 39",1,4,"moviles212"
"resumen_metricas.737","modelo_knn - gaussian",0.66162,0.33838,0.88235,0.48515,0.56701,0.70833,"k = 35",1,4,"moviles212"
"resumen_metricas.837","modelo_knn - optimal",0.61616,0.38384,0.84314,0.46535,0.46392,0.6875,"k = 39",1,4,"moviles212"
"resumen_metricas478","modelo_knn - rectangular",0.60354,0.39646,0.68817,0.44681,0.56075,0.71569,"k = 39",1,5,"moviles212"
"resumen_metricas.1472","modelo_knn - triangular",0.59596,0.40404,0.70968,0.43617,0.52336,0.71569,"k = 38",1,5,"moviles212"
"resumen_metricas.2471","modelo_knn - epanechnikov",0.59091,0.40909,0.72043,0.43617,0.49533,0.71569,"k = 39",1,5,"moviles212"
"resumen_metricas.3471","modelo_knn - biweight",0.60354,0.39646,0.73118,0.45745,0.51402,0.71569,"k = 39",1,5,"moviles212"
"resumen_metricas.447","modelo_knn - triweight",0.5404,0.4596,0.64516,0.38298,0.46729,0.66667,"k = 38",1,5,"moviles212"
"resumen_metricas.547","modelo_knn - cos",0.59343,0.40657,0.70968,0.43617,0.51402,0.71569,"k = 37",1,5,"moviles212"
"resumen_metricas.647","modelo_knn - inv",0.61616,0.38384,0.70968,0.47872,0.56075,0.71569,"k = 39",1,5,"moviles212"
"resumen_metricas.747","modelo_knn - gaussian",0.61364,0.38636,0.72043,0.44681,0.5514,0.73529,"k = 39",1,5,"moviles212"
"resumen_metricas.847","modelo_knn - optimal",0.60606,0.39394,0.73118,0.47872,0.49533,0.72549,"k = 39",1,5,"moviles212"
"resumen_metricas578","modelo_knn - rectangular",0.61869,0.38131,0.78351,0.46067,0.49074,0.73529,"k = 38",2,1,"moviles212"
"resumen_metricas.1572","modelo_knn - triangular",0.61616,0.38384,0.79381,0.44944,0.47222,0.7451,"k = 39",2,1,"moviles212"
"resumen_metricas.2571","modelo_knn - epanechnikov",0.61616,0.38384,0.79381,0.44944,0.46296,0.7549,"k = 38",2,1,"moviles212"
"resumen_metricas.3571","modelo_knn - biweight",0.58586,0.41414,0.75258,0.41573,0.48148,0.68627,"k = 39",2,1,"moviles212"
"resumen_metricas.457","modelo_knn - triweight",0.54545,0.45455,0.68041,0.37079,0.46296,0.65686,"k = 36",2,1,"moviles212"
"resumen_metricas.557","modelo_knn - cos",0.62121,0.37879,0.79381,0.46067,0.47222,0.7549,"k = 39",2,1,"moviles212"
"resumen_metricas.657","modelo_knn - inv",0.64141,0.35859,0.85567,0.48315,0.5,0.72549,"k = 39",2,1,"moviles212"
"resumen_metricas.757","modelo_knn - gaussian",0.64394,0.35606,0.83505,0.48315,0.51852,0.73529,"k = 39",2,1,"moviles212"
"resumen_metricas.857","modelo_knn - optimal",0.59848,0.40152,0.78351,0.40449,0.4537,0.7451,"k = 39",2,1,"moviles212"
"resumen_metricas678","modelo_knn - rectangular",0.64141,0.35859,0.67619,0.52632,0.63918,0.71717,"k = 39",2,2,"moviles212"
"resumen_metricas.1672","modelo_knn - triangular",0.59343,0.40657,0.65714,0.46316,0.51546,0.72727,"k = 38",2,2,"moviles212"
"resumen_metricas.2671","modelo_knn - epanechnikov",0.59596,0.40404,0.66667,0.46316,0.51546,0.72727,"k = 39",2,2,"moviles212"
